Tomb No.,Alternate No.,Location,Collection Date,Elevation (MSL),Occupant,Translit. Occupant,Nickname,Translit. Nickname,Occupant Status,Period,Dynasty,Reigning King,Date Begin,Date End,Title1,Title2,Title3,Spouse,Translit. Spouse,Father,Translit. Father,Mother,Translit. Mother,Usurper,Translit. Usurper,Photo Link,Web Link,Notes,Bibliography,ppnsl,x,y
tt083,,SAQ Upper Enclosure,11/14/2005,135.339,Amtju,amTw,Ahmose,jaH-ms,Primary Owner,New Kingdom,18,Tuthmosis III,1504,1450,vizier,overseer of the city (mayor of Thebes),,Taamtju,tA-amTw,,,,,,,,,"Sons of Amtju were Useramun (tt061, tt131) and Amenmose (tt228).","Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 22, 136, 330-332, 333; 
PM 1/1, 167; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 5, 7, 37, 38, 149, 233.",,460675.9840000002,2846089.4120000005
tt084,Hay 19,SAQ Upper Enclosure,12/1/2005,128.879,Iamunedjeh,jAmw-nDH,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Controller of all the Works of the King,First royal herald,Overseer of the gate,Henutnefert,Hnwt-nfrt,Sadjehuty,sA-DHwty,Resy,rsy,Mery,Mery,,https://lhtt.philhist.unibas.ch/sheikh-abd-el-qurna/tt84/,"Under excavation and study by University of Basel (Bickel and Gnirs). Following Gnirs et al. (1997), Iamunedjeh also functioned in the reign of Tuthmosis III. Mery partially usurped this tomb by appropriating certain scenes and inscriptions of Iamunedjeh. While most have thought that he ultimately abandoned the usurpation to build his own tomb (tt095) nearby, Gnirs et al., assert he usurped the cultic portions of tt084 only after damage occurred in constructing his own tt095, possibly making his own inner cult chambers unusable. Also, according to Gnirs et al., the courtyard of the tomb contains the remains of Coptic habitation surmounting 18th Dynasty structures. A brick wall enclosed the courtyard on the east. A vertical shaft in the northwest corner of the court ends in a pair of chambers that breach into a M.K. tomb. Above the facade is another  tomb with large quantities of Iamunedjeh's funerary cones, suggesting it might be an earlier tomb of Iamunedjeh.","Bryan, B. M. BES 6 (1984): 17-32; 
Davies, Nina M. JEA 27 (1941): 96-98; 
Davies, Nina M. JEA 28 (1942): 50-52; 
Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Gnirs, A., Grothe, E. and Guksch, H. MDAIK 53 (1997): 57-83; 
Kampp, TN 1, 26, 136, 332-336; 
PM 1/1, 167-170; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 218-223, 225, 233.",,460592.92899999954,2846044.1219999995
tt084,Hay 19; Champollion 11,SAQ Upper Enclosure,12/2/2005,128.879,Mery,mry,,,Usurper,New Kingdom,18,Amenhotep II,1453,1419,First prophet of Amun,,,,,,,Hunay,Hw-nAy,,,,,"Mery partially usurped this tomb by appropriating certain scenes and inscriptions for himself and his mother, Hunay. However, while most have thought that he ultimately abandoned the usurpation to build his own tomb (tt095), Gnirs et al. (1997) assert that he usurped the cult portions of tt084 only later, probably after damage had occurred in constructing his own tt095, making his own inner cult chambers unusable. Hence, the two tombs (tt084 and tt095) would have formed a single cult complex for him.","Bryan, B. M. BES 6 (1984): 17-32; 
Davies, Nina M. JEA 27 (1941): 96-98; 
Davies, Nina M. JEA 28 (1942): 50-52; 
Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Gnirs, A., Grothe, E. and Guksch, H. MDAIK 53 (1997): 57-83; 
Kampp, TN 1, 26, 136, 332-336; 
PM 1/1, 167-170; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 218-223, 225, 233.",,460592.92899999954,2846044.1219999995
tt085,Hay 20; Champollion 12,SAQ Upper Enclosure,12/2/2005,128.352,Amenemheb,jmn-m-Hb,Mehu,mHw,Primary Owner,New Kingdom,18,Tuthmosis II to Amenhotep II,1518,1419,Lieutenant-commander of troops,,,"Amenemopet;
Baki, great royal nurse of Amenhotep II","jmn-m-ipt;
bAkj",Tetires,ttj-rs,,,,,,http://www.osirisnet.net/tombes/nobles/4mil/e_4mil.htm,"The wife of Amenemheb was named Amenemopet, called Baki.","Barwik, M. ""Amenemheb and Amenemopet: New Light on a Papyrus from the National Museum in Warsaw."" In: Essays in Honour of Prof. Dr. Jadwiga Lipinska. Warsaw Egyptological Studies 1. Warsaw: National Museum in Warsaw, 1997. Pp. 331-338; 
Davies, Nina M. JEA 26 (1940): 82; 
Davies, N. De G. JEA 20 (1934); 189-192; 
Di Cossato, Y. M. F. ""L'applicazione della difrattometria di polveri con camera Gandolfi nell'analisi dei pigmenti e delle pitture murali: il caso della tomba n. 85 a Tebe ovest."" In Atti del VI Congresso Internazionale di Egittologia. Vol. 1, 441-451. Turin: Comitato Organizzativo del Congresso, 1993; 
Eisermann, S. ""Die Gräber des Imenemheb und des Pehsucher - Vorbild und Kopie?"" In Thebanische Beamtennekropolen: neue Perspektiven archäologischer Forschung. Internationales Symposion, Heidelberg, 9. - 13.6.1993, ed. J. Assmann et al., 65-80. Heidelberg: Heidelberger Orientverlag, 1995; 
Gnirs, A., Grothe, E. and Guksch, H. MDAIK 53 (1997): 57-83; 
Kampp, TN 1, 30, 87, 136, 336-338; 
Mackay, E. Journal of the Palestine Oriental Society 2 (1922): 171-174; 
PM 1/1, 170-175; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 218-226, 233; 
Wachsmann, S. Aegeans in the Theban Tombs. OLA 20. Leuven: Uitgeverij Peeters, 1987.",,460617.88599999994,2846055.482000001
tt086,,SAQ Upper Enclosure,11/16/2005,127.297,Menkheperreseneb,mn-xpr-ra-snb,,,Primary Owner,New Kingdom,18,Tuthmosis III,1504,1450,First prophet of Amun,,,,,Amenemhat,jmn-m-HAt,Taiunet,tA-jwnt,,,,,"According to traditional scholarship, Menkheperreseneb is also owner of tt112. However, Dorman (1995) argues that these were separate but related individuals, i.e., two first prophets of Amun, each named Menkheperreseneb; one was the nephew of the other; both served Tuthmosis III, and tt086 was the earlier of the two tombs. ","Davies, Nina M. The Tombs of Menkheperrasonb, Amenmose, and Another (nos. 86, 112, 42, 226). TTS 5. London: EES, 1933; 
Dorman, P. ""Two Tombs and One Owner."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung, Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 141-154. SAGA 12. Heidelberg, Heidelberger Orientverlag, 1995; 
Eisermann, S. ""Die Gräber des Imenemheb und des Pehsucher - Vorbild und Kopie?"" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung. Internationales Symposion, Heidelberg, 9. - 13.6.1993, ed. J. Assmann et al., 65-80 SAGA 12. Heidelberg: Heidelberger Orientverlag, 1995; 
Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 26, 136, 338-340; 
PM 1/1, 175-178; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 62; 
Wachsmann, S. Aegeans in the Theban Tombs. Orientalia Lovaniensia Analecta 20. Leuven: Uitgeverij Peeters, 1987.",,460628.40699999966,2846076.989
tt087,Hay 17,SAQ Upper Enclosure,12/3/2005,149.343,Horemakhebyt,Hr-m-Axbyt,,,Usurper,Third Intermediate Period; Late Period,26,Tefnakht II to Psamtik III,685,525,,,,,,,,,,,,,,"tt087 was usurped Horemakhebyt in the Late Period, after having been usurped first in the Third Intermediate Period, and then again in the Coptic era.","Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Guksch, H. Die Gräber des Nacht-Min und des Men-cheper-Ra-seneb: Theben Nr. 87 und 79. AVDAIK 34. Mainz, Verlag Philipp von Zabern, 1995; 
Guksch, H. MDAIK 50 (1994), 101-106; 
Guksch, H. et al. MDAIK 38 (1982), 407-417; 
Kampp, TN 1, 25, 136, 319, 340-342; 
PM 1/1, 178-179; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 39-40, 149, 219, 233.",,460609.69400000013,2846077.142000001
tt087,Hay 17,SAQ Upper Enclosure,12/3/2005,149.343,Minnakht,mnw-nxt,,,Primary Owner,New Kingdom,18,Hatshepsut to Tuthmosis III,1504,1450,Overseer of the granaries of Upper and Lower Egypt,Overseer of horses of the Lord of the Two Lands,Royal Scribe,,,Sendjehuty,sn-DHwty,,,Unknown,,,,"According to Kampp, TN 2, 563, Minnakht is the son of Sendjehuty (tt294), following PM. This tomb was usurped first in the Third Intermediate Period, then by Horemakhebyt in the Late Period, and again in the Coptic era.","Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Guksch, H. Die Gräber des Nacht-Min und des Men-cheper-Ra-seneb: Theben Nr. 87 und 79. AVDAIK 34. Mainz, Verlag Philipp von Zabern, 1995; 
Guksch, H. MDAIK 50 (1994), 101-106; 
Guksch, H. et al. MDAIK 38 (1982), 407-417; 
Kampp, TN 1, 25, 136, 319, 340-342; 
PM 1/1, 178-179; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 39-40, 149, 219, 233.",,460609.69400000013,2846077.142000001
tt087,Hay 17,SAQ Upper Enclosure,12/3/2005,149.343,Unknown,,,,Usurper,Third Intermediate Period; Late Period,21 (?),Smendes to Psusennes II (?),1070,946,,,,,,,,,,Horemakhebyt,Hr-m-Axbyt,,,"This tomb was usurped first in the Third Intermediate Period, then by Horemakhebyt in the Late Period, and again in the Coptic era. According to Kampp, TN 2, 563, Minnakht is the son of Sendjehuty (tt294).","Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Guksch, H. Die Gräber des Nacht-Min und des Men-cheper-Ra-seneb: Theben Nr. 87 und 79. AVDAIK 34. Mainz, Verlag Philipp von Zabern, 1995; 
Guksch, H. MDAIK 50 (1994), 101-106; 
Guksch, H. et al. MDAIK 38 (1982), 407-417; 
Kampp, TN 1, 25, 136, 319, 340-342; 
PM 1/1, 178-179; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 39-40, 149, 219, 233.",,460609.69400000013,2846077.142000001
tt088,Champollion 08,SAQ Upper Enclosure,12/3/2005,149.799,Pehsukher,pH-sw-xr,Tjanenu,TA-nnw,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Second prophet of Amun,Lieutenant of the King,Standard-bearer of the Lord of the Two Lands,"Neith, great royal nurse of Amenhotep II",nt,,,,,,,,,,"Gnirs, A., Grothe, E. and Guksch, H. MDAIK 53 (1997): 57-83; 
Kampp, TN 1, 30, 87, 342-344; 
PM 1/1, 179-181; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233; 
Vandier, J. La Revue du Louvre et des Musées de France 18 (1968): 95-108.",,460575.06099999975,2846082.1209999993
tt089,,SAQ Upper Enclosure,12/2/2005,147.929,Amenmose,jmn-ms,,,Primary Owner,New Kingdom,18,Amenhotep III,1386,1349,Steward in the Southern City,,,,,,,,,,,,http://www.rom.on.ca/pub/an/archns3-3.html,"According to Brock and Shaw (1997), the tomb might have been cut as early as the reign of Tuthmosis III, although, stylistically, it was probably decorated during the reign of Amenhotep III.","Brock, L. P. and R. L. Shaw. JARCE 34 (1997): 167-177; 
Davies, Nina M. and N. de G. Davies. JEA 26 (1940): 131-136; 
Kampp, TN 1, 30, 136, 344-348; 
Kozloff, A. P. ""Theban Tomb Paintings from the Reign of Amenhotep III: Problems in Iconography and Chronology."" In The Art of Amenhotep III: Art Historical Analysis. Papers Presented at the International Symposium Held at The Cleveland Museum of Art, Cleveland, Ohio, 20-21 November 1987, ed. L. M. Berman, 55-64. Cleveland: Cleveland Museum of Art, 1990; 
PM 1/1, 181-183; 
Sakurai, K. et al. Comparative Studies of Noble Tombs in Theban Necropolis. Tokyo: Waseda University, 1988; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460548.2400000002,2846080.7699999996
tt090,Hay 22; Champollion 09 bis,SAQ Upper Enclosure,12/6/2005,170.549,Nebamun,nb-jmn,,,Primary Owner,New Kingdom,18,Tuthmosis IV to Amenhotep III,1419,1349,"Standard-bearer of (the sacred bark called) ""Beloved-of-Amun",Captain of troops of police on the West of Thebes,,Sensenebut and Tiy,snsnbwt,,,,,,,,http://www.osirisnet.net/tombes/nobles/4mil/e_4mil.htm,,"Davies, N. The Tombs of Two Officials of Thutmosis the Fourth (nos. 75 and 90). TTS 3. London: EES, 1923; 
Kozloff, A. P. ""Theban Tomb Paintings from the Reign of Amenhotep III: Problems in Iconography and Chronology."" In The Art of Amenhotep III: Art Historical Analysis. Papers Presented at the International Symposium Held at The Cleveland Museum of Art, Cleveland, Ohio, 20-21 November 1987, ed. L. M. Berman, 55-64. Cleveland: Cleveland Museum of Art, 1990; 
Kampp, TN 1, 17, 348-349; 
PM 1/1, 183-185; 
Sakurai, K. et al. Comparative Studies of Noble Tombs in Theban Necropolis. Tokyo: Waseda University, 1988; 
Schott, S. Die Weinzeitung [Mainz] 84 (1948): No. 22/23, 330-333.",,460540.41000000015,2846080.6850000005
tt091,Hay 13; Champollion 08 ter,SAQ Upper Enclosure,12/6/2005,155.028,Unknown,,,,Primary Owner,New Kingdom,18,Tuthmosis IV to Amenhotep III,1419,1349,Captain of the troops,Overseer of horses of the Lord of the Two Lands,,,,,,,,,,,,,"Bjorkman, G. JARCE 11 (1974): 43-51; 
Kampp, TN 1, 23, 349-350; 
PM 1/1, 185-187; 
Sakurai, K. et al. Comparative Studies of Noble Tombs in Theban Necropolis. Tokyo: Waseda University, 1988; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460497.1320000002,2846046.3330000006
tt092,,SAQ Upper Enclosure,12/6/2005,138.545,Suemniut,sw-m-njwt,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,Royal butler clean of hands,,,Kat,qAt,"Iamnefer, Imaunefer","jAm-nfr, jmAw-nfr",Meryt,mryt,,,,,"According to Zivie (1975), Iamnefer, the father of Suemniut, was buried at Hermopolis.","Bryan, B. M., ""Painting Techniques and Artisan Organization in the Tomb of Suemniwet, Theban Tomb 92."" In Colour and Painting in Ancient Egypt, ed. W. V. Davies, 63-72. London: British Museum Press, 2001; 
Eaton-Krauss, M. JARCE 13 (1976): 21-24; 
Goedicke, H. ""A Special Toast."" In Studies in Honor of William Kelly Simpson, ed. Der Manuelian, 353-359. Boston: MFA, 1996; 
Kampp, TN 1, 30, 136, 350-352; 
PM 1/1, 187-189; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233; 
Zivie, A.-P. BIFAO 75 (1975): 321-342.",,460519.4060000004,2846035.262
tt093,Champollion 08 quat,SAQ Upper Enclosure,12/3/2005,127.549,Kenamun,qn-jmn,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,Chief steward of the King,,,Tadedetes,tA-ddts,,,Amenemopet,jmn-m-jpt,,,,,,"Davies, N. The Tomb of Ken-Amun at Thebes. PMMA 5. New York: MMA, 1930; 
Kampp, TN 1, 31, 87, 136, 352-356; 
PM 1/1, 190-194; 
PM 1/2, vii; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 48; 
van Siclen III, C. C. NARCE 91 (Fall 1974): 35; 
van Siclen III, C. C. Sarapis 5/1 (1979): 17-20; 
Wachsmann, S. Aegeans in the Theban Tombs. Orientalia Lovaniensia Analecta 20. Leuven: Uitgeverij Peeters, 1987; 
Warmenbol, E. and Doyen, F. ""Le chat et la maîtresse: les visages multiples d'Hathor."" In Les divins chats d'Égypte: Un air subtil, un dangereux parfum, ed. L. Delvaux and E. Warmenbol, 55-67. Leuven, Éditions Peeters, 1991.",,460524.0089999996,2846002.1060000006
tt094,,SAQ Upper Enclosure,12/3/2005,128.63,Ramose,ra-ms,Aamy,aAmy,Primary Owner,New Kingdom,18,Amenhotep II (?),1453,1419,First royal herald,Fan-bearer on the right of the King,,,,,,Senet,snt,,,,,Partly buried.,"Kampp, TN 1, 30, 136, 356-358; 
PM 1/1, 194-195; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460551.14499999955,2846027.6089999992
tt095,Hay 14; Champollion 14,SAQ Upper Enclosure,12/3/2005,128.64,Mery,mry,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,First prophet of Amun,,,Diy,djy,Nebpehtire,nb-pHty-ra,Hunay,Hw-nAy,,,,https://lhtt.philhist.unibas.ch/sheikh-abd-el-qurna/tt95/,"Under excavation and study by University of Basel (Bickel and Gnirs). Decoration in this tomb is unfinished. According to Gnirs et al. (1997), wall decoration and archaeological remains in the main burial chamber indicate that Mery shared the tomb with his mother, Hunay. Probably structural damage during construction forced Mery to usurp wall scenes in nearby in the earlier tt084 (Iamunedjeh) and to transfer mortuary cult activities for himself, mother, etc. On the southwestern side of tomb courtyard is k092, which Kampp, TN 2, 680, (following Gnirs) asserts is part of the funerary complex of tt095.","Gnirs, A. ""Das Pfeilerdekorationsprogramm im Grab des Meri, Theben Nr. 95: Ein Beitrag zu den Totenkultpraktiken der 18. Dynastie."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung, Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 233-253. SAGA 12. Heidelberg, Heidelberger Orientverlag, 1995; 
Gnirs, A., E. Grothe and H. Guksch. MDAIK 53 (1997): 57-83; 
Kampp, TN 1, 33, 136, 358-360; 
Kampp, TN 2, 680; 
PM 1/1, 195, 197; 
PM 1/2, vii; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 218-225, 227, 233.",,460563.72200000007,2845987.6779999994
tt096,Hay 12; Champollion 13,SAQ Upper Enclosure,12/2/2005,120.618,Sennefer,sn-nfr,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,overseer of the Southern City (mayor of Thebes),,,Senetnay and Senetnefret and Meryt,snt-nAy; snt-nfrt; mryt,Ahmosi Humay,jaH-ms Hw-my,Nebu,nbw,,,,https://gis2.cofc.edu/photos/theban/test/tt096.htm,Tomb owner's father is Ahmose Humay (tt224); brother is Amenemopet Pairy (tt029). NB: Sennefer had 3 wives.,"Campbell, C. The ""Gardener's Tomb"" (Sen-nofer's) at Thebes. Glasgow: MacLehose, 1908; 
Cherpion, N. BSFE 110 (Octobre 1987): 27-47; 
Hodel-Hoenes, S. Leben und Tod im Alten Ägypten: Thebanische Privatgräber des Neuen Reiches. Darmstadt: Wissenschaftliche Buchgesellschaft, 1991; 
Kampp, TN 1, 28, 87, 136, 360-364; 
Nelson, M. Archéologia [Fontaine-les-Dijon] 212 (April 1986): 36-41; 
PM 1/1, 197-203; 
Reconstitution du caveau de Sennefer dit ""Tombe aux vignes"". Thèbes-Quest, Cheikh Abd el Gournah, XVIIIe Dynastie. Paris: Fondation Kodak-Pathé, 1985; 
Sarret, F. and J. P. and S. and D. Briez. ""La création de nouvelles images du patrimoine et leur diffusion au public: L'archéosynthèse de la 'tombe aux vignes,' tombeau de Sennefer."" In La peinture égyptienne ancienne: Un monde de signes à préserver. Actes du Colloque international de Bruxelles, avril 1994, ed. R. Tefnin, 143-149. Monumenta Aegyptiaca 7. Brussels: Fondation Égyptologique Reine Élisabeth, 1997; 
Sen-nefer: Die Grabkammer des Bürgermeisters von Theben. Mainz am Rhein: Verlag Philipp von Zabern, 1986; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 39, 48, 66, 214, 233; 
van Siclen III, C. C. Two Theban Monuments from the Reign of Amenhotep II. San Antonio, Texas, 1982.",,460557.56599999964,2846002.846000001
tt097,,SAQ Upper Enclosure,11/30/2005,127.355,Amenemhat,jmn-m-HAt,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,First prophet of Amun,,,,,Djehutyhotep,DHwty-Htp,,,,,,,"According to Kampp, TN 2, 679, fig. 592, the remains of a Coptic church (PAP: including stone column and capital, etc.) overlie part of the courtyard of tt97 and adjacent k090 and k091 (based on observation 12/05--PAP). According to Schmitz (1989), the tomb dates to the reign of Tuthmosis III.","Kampp, TN 1, 28, 87, 136, 364-367; 
Kampp, TN 2, 679, fig. 592; 
Mond, R. and W. B. Emery. AAA 16 (1929): 49-74; 
PM 1/1, 203-204; 
Schmitz, B. ""Kleine Inschriften aus dem Pelizaeus-Museum Hildesheim."" In Miscellanea Aegyptologica. Wolfgang Helck zum 75. Geburtstag, ed. H. Altenmüller and R. Germer, 165-181. Hamburg: Archäologisches Institut der Universtät Hamburg, 1989.",,460627.0619999999,2846032.0189999994
tt098,Champollion 09,SAQ Upper Enclosure,12/3/2005,130.748,Kaemheribsen,kA-m-Hr-jb-sn,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II (?),1504,1419,Third prophet of Amun,,,Henuttawi,Hnwt-tAwy,,,,,,,,,,"Fakhry, A. ASAE 34 (1934): 83-86; 
Kampp, TN 1, 30, 367-368; 
PM 1/1, 204; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460538.8959999997,2845988.801000001
tt099,,SAQ Upper Enclosure,11/30/2005,115.163,Sennefer,sn-nfr,,,Primary Owner,New Kingdom,18,Tuthmosis III,1504,1450,Overseer of the seal,Overseer of the gold-land of Amun,,Taimau,tA-jmAw,,,Satdjehuty,sAt-DHwty,,,,http://www.newton.cam.ac.uk/egypt/tt99/,,"Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 28, 136, 368-370; 
PM 1/1, 204-206; 
Strudwick, H. ""An Accumulation of Dirt: Excavations at the Courtyard of the Tomb of Senneferi at Thebes."" In From the Delta to the Cataract: Studies Dedicated to Mohamed el-Bialy, ed. A. Jiménez-Serrano and C. von Pilgrim, 263-271. Leiden: Brill, 2015; 
Strudwick, N, ed. The Tomb of Pharaoh's Chancellor Senneferi at Thebes (TT99). Two vols. Oxford: Oxbow Books, 2016; 
Strudwick, N. Egyptian Archaeology 18 (2001): 6-8; 
Strudwick, N. British Museum Magazine 37/2 (2000): 22-26; 
Strudwick, N. Memnonia 11 (2000): 241-266;  
Strudwick, N. ASAE 75 (1999-2000): 133-152; 
Strudwick, N. GM 148 (1995): 91-94; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 40, 98, 149, 171, 176, 203-208, 213-216, 233.",,460593.81599999964,2846019.7579999994
tt100,Champollion 15,SAQ Upper Enclosure,11/30/2005,114.241,Rekhmire,rx-mj-ra,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,vizier,overseer of the city (mayor of Thebes),,Meryt,mryt,Neferweben,nfr-wbn,Bet,bt,,,,"http://www.touregypt.net/featurestories/rekhmire.htm;
http://www.osirisnet.net/tombes/nobles/rekm/e_rekhmire.htm:
http://www.pbs.org/wgbh/nova/egypt/explore/rekhmire.html:
http://www.donf.com/egypt/vizier/rekhmire.htm:
http://www.newton.cam.ac.uk/egypt/tt99/movies/rekh.vr.html",,"Davies, N. CdE 15 (1940): 115; 
Davies, N. Paintings from the Tomb of Rekh-mi-R? at Thebes. PMMA 10. New York: MMA, 1935; 
Davies, N. The Tomb of Rekh-mi-r? at Thebes. PMMA 11. New York: MMA, 1943; 
Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Hodel-Hoenes, S. Leben und Tod im Alten Ägypten: Thebanische Privatgräber des Neuen Reiches. Darmstadt: Wissenschaftliche Buchgesellschaft, 1991; 
Kampp, TN 1, 24, 370-373; 
Neufeld, E. Ugarit-Forschungen 10 (1978): 219-247; 
PM 1/1, 206-214; 
Schott, S. Die Weinzeitung [Mainz] 84 (1948): No. 22/23, 330-333; 
Seyfried, K. ""Entwicklung in der Grabarchitektur des Neuen Reiches als eine weitere Quelle für theologische Konzeptionen der Ramessidenzeit."" In Problems and Priorities in Egyptian Archaelogy, ed. Jan Assmann et al., 219-253 passim. Studies in Egyptology. London: Kegan Paul International, 1987; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 37-39, 65, 212, 214; 
Wachsmann, S. Aegeans in the Theban Tombs. Orientalia Lovaniensia Analecta 20. Leuven: Uitgeverij Peeters, 1987; 
Wilson, H. JEA 74 (1988): 214-217.",,460628.48500000034,2845992.694
